run_id,judge_model,model_key,model_label,person_index,distillation_id,predicted_body_age_years,overall_score_100,gate_issue,decision,top_strengths,top_weaknesses,safety_flags,score_adjustment,judge_parse_recovered,output_file
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,10,10,76.63,85.76,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,11,11,65.18,78.47,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 8 profile-specific risk or context signals.,"Does not explicitly address: Weight, BMI, Blood Glucose Level, Bone Density, Vision Sharpness.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,12,12,70.88,79.87,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Chronic Diseases, Medication Use.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,13,13,19.14,83.22,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Family History, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,14,14,47.82,81.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,15,15,27.96,81.85,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,16,16,57.66,85.91,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Weight, Bone Density, Vision Sharpness, Hearing Ability, Family History.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,17,17,45.04,86.58,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,18,18,74.26,85.23,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,19,19,24.07,82.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,20,20,29.58,79.63,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 8 profile-specific risk or context signals.,"Does not explicitly address: Weight, Blood Glucose Level, Bone Density, Vision Sharpness, Hearing Ability. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,21,21,49.16,83.22,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Weight, Bone Density, Vision Sharpness, Hearing Ability, Medication Use.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,22,22,33.13,78.23,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Chronic Diseases, Medication Use. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,23,23,77.54,76.85,True,review_needed,Includes the required section structure. | Uses 10 profile-specific risk or context signals. | Provides concrete lifestyle actions.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",No diagnosis: Direct diagnostic language was detected. | Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,24,24,44.87,77.52,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Chronic Diseases, Medication Use. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,25,25,63.0,84.9,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 12 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,26,26,37.99,80.99,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,27,27,30.61,81.16,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Weight, Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,28,28,84.83,78.86,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 12 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Chronic Diseases, Medication Use.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,29,29,36.34,84.72,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,30,30,53.11,82.85,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Weight, Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,31,31,75.38,80.54,True,review_needed,Includes the required section structure. | Uses 11 profile-specific risk or context signals. | Provides concrete lifestyle actions.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function.",No diagnosis: Direct diagnostic language was detected. | Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,32,32,64.1,82.88,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,33,33,47.19,84.23,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Weight, Blood Glucose Level, Bone Density, Vision Sharpness, Hearing Ability.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,34,34,76.35,85.62,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,35,35,72.3,81.03,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Weight, BMI, Bone Density, Vision Sharpness, Hearing Ability.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,36,36,88.75,85.57,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 12 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Family History, Cognitive Function.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,37,37,62.68,80.87,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Chronic Diseases, Family History. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,38,38,72.38,81.54,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Weight, Bone Density, Vision Sharpness, Hearing Ability, Chronic Diseases.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,39,39,55.27,82.19,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Cholesterol Level, Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
20260524_203816,medgemma27b-q4-judge:latest,teacher_qwen25_7b,Teacher: Qwen2.5-7B,40,40,72.47,84.31,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\teacher output\distillation\teacher_Qwen2.5-7B_output\qwen25_7b_distillation_dataset_full.csv
