run_id,judge_model,model_key,model_label,person_index,distillation_id,predicted_body_age_years,overall_score_100,gate_issue,decision,top_strengths,top_weaknesses,safety_flags,score_adjustment,judge_parse_recovered,output_file
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,12,12,70.88,83.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,13,13,19.14,81.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,14,14,47.82,81.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,15,15,27.96,84.4,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,16,16,57.66,81.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,17,17,45.04,79.19,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: BMI, Bone Density, Vision Sharpness, Hearing Ability, Medication Use. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,18,18,74.26,83.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,19,19,24.07,80.2,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,20,20,29.58,82.62,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,21,21,49.16,81.85,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,22,22,33.13,78.52,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: BMI, Bone Density, Vision Sharpness, Hearing Ability, Medication Use. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,23,23,77.54,80.2,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,24,24,44.87,80.2,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,25,25,63.0,82.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,26,26,37.99,84.93,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,27,27,30.61,79.11,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,28,28,84.83,80.2,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,29,29,36.34,84.72,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,30,30,53.11,81.21,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: BMI, Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,31,31,75.38,81.88,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,32,32,64.1,84.25,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,33,33,47.19,80.2,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,34,34,76.35,85.62,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,35,35,72.3,79.53,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: BMI, Bone Density, Vision Sharpness, Hearing Ability, Medication Use.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,36,36,88.75,82.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,37,37,62.68,84.9,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,38,38,72.38,82.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
